78,had 42 very good i like being able to add all the sauces to tweak the flavour and add heat we also had spring rolls and salad rolls both yum fast service even though restaurant was full would come again
79,i thought it was so cool having these guys represent me they are on tv and that how i found them they do very well on dui i called they were very nice and had a very professional team its a big law firm but they assign certain people so they get to know you questions concerns anything they would answer promptly and in great detail i would call really late at night and they would still answer i am writing this review because i got off the hook i learned a great lesson but this place is amazing
80,i walked in for a beer it was good but what was better was watching the hostess and manager help a man and his elderly father get back to there hotel it was very hot out and the 90 year old man did not have the energy to make it back to his hotel their hotel was very close but it took them 30 mins just to get to landry s they tried uber and accessing the hotels shuttle but both attempts were unsuccessful the manager than contacted security to bring a wheel chair and gave them few short cuts to help them get back to their hotel that is true humanity and says a lot about what type of establishment landry s is
81,my wife and i were on vacation in nashville and we love historical spots civil war battleground check so this was where the battle of franklin was fought https en wikipedia org wiki battle of franklin 1864 the confederates screwed up and let 20 000 union troops slip past them while they were asleep the union said to the carter house home owner this is our headquarters now they dug in and the south attacked the south had 7 500 casualties and the north had 2 500 the house is still standing with its 1 500 bullet holes still in it great tour and very interesting to hear the history one of the carter boys were actually killed during the battle at his own house,my wife and i were on vacation in tucson and we tried out this new taproom in a strip mall on the way home from tombstone the place is fairly large inside and there was a family in there that brought in a pizza meal and seemed to be enjoying themselves we bellied up to the bar and they have some cool monitors that show their menu and people that have checked in on the untapped beer rating app which i thought was pretty cool i ordered the ipa and the bartender was a pretty young guy who was funny and he and his co worker had a lot of fun banter going on the beer was a solid ipa at 6 a little pricey for beer they make right there but i was pleased with the hoppiness of it i only had one but i have a feeling these guys will do fine just based on their attitude and quality quaffs
82,yesterday was a nice to sit outside very lively crowd out and my macaroni and cheese with grilled chicken was just enough service was a little slow but like i mentioned it was kind of crowded so that was understandable
83,stayed here for one night definitely a place i would return to the staff was great the front desk was very accommodating the atmosphere is very relaxing and still fun
84,great fast service the shawarma was very good we went for a quick dinner the bread was great but could have used some warming up the nap fries were the best staff were friendly
85,we had an early dinner rez at 24 and were seated promptly after a friendly greeting the menu is great with various apps a great selection of pizza and pastas and various mains we loved the scallops entree and pesto pasta the pizzas were good but nothing exceptional we greatly appreciated the service and overall had a great dining experience the drinks selections were great as the wine list wasn t vast but we loved every drink we ordered will be back
86,we were very sad initially to find out that the mushroom bacon benedict and red velvet pancakes aren t on the menu anymore but we went with the biscuits gravy with eggs and the molten chocolate pancakes both were incredible along with our usual breakfast beignets we also had the same server donna jean who might be half the reason we always have a 5 star experience she s exceptional wrapped everything up for us to take home she is super funny personable can t wait to try the other new menu items soon
87,impressive piece of architecture kind of scary that there s no nails and glue holding this thing together but if anything it just makes it a stable structure because it can wobble in the event of an earthquake that s how the forbidden city has survived through the centuries quite fascinating actually it s a free sight seeing stop i wouldn t go out of my way to see it but it is in chinatown and there s plenty to see and do there
88,fabulous food started with the glorious fried zucchini blossoms the gnocchi gorgonzola was rich creamy and cheesy the cannoli shell was nice and crisp such a great experience we will definitely be back for more
89,we hit the buffet for friday night seafood dinner line was reasonable and we were seated probably within ten minutes food i think needs to be kept in context of the price it s not the cosmo buffet but that s also about double the price given similarly priced casino buffets i think it s quite good the brisket and ribs are winners for sure great crust and tender the hot crab was also quite good if anything i d say most food was good quality but underseasoned on the desert side the gelato was icy the cookie got rave reviews from friends and the rest of the pastry was okay but nothing to rave about if you re in downtown reno this buffet is worth a visit but if you re not downtown or don t mind a quick trip the buffet at the atlantis is better and only about 10 more
90,ok this place is kind of an market experience do not expect fine dining you need to go to the opposite side of the oyster crawfish bar and get a ticket yes there s some wait then you go back to the bar and give the ticket to the oyster and or the crawfish dude and they ll work on your ticket if the crawfish isn t ready it takes 30 min for the new batch the oysters are ready whenever the oyster guy gets to your ticket all in all we waited 45 min so worth the wait
91,my wife said the crabcakes were the best ever i had a chicken caesar salad which was very good as well
92,what a fun place it s where everyone in town seemed to be we had dinner and keeli was phenomenal with her perfect recommendations she made it a fabulous food experience we wish were in town longer so that we could come back again don t miss this hit spot see if you can sit on keeli s section because that gal knows the menu so fun
93,star wars drink served with a glow stick if you get another bartender other then the shorter fella with the long slicked back hair who wears rigs on his fingers he s usually there every other bartender sucks
94,easy to find right there in the busy craziness of bourbon street the beignets are delicious the coffee is good this is all i needed and wanted i got it twice during my stay in new orleans the courtyard has nice bistro seating and they bring your food to you after you order at the counter its easy on the travel budget a delicious order of 3 baseball sized fresh beignets w tons of powder sugar is only 3 99 there s always a nice trio jazzy band playing right there in the courtyard as you gobble up some yummy beignets
95,everything we have had has been delicious and service always spectacular as well charcuterie lobster mac burger sliders and a huge chocolate chip cookie all have been great can t wait to try more things
